1500,0.000447125,1500,-0.003662238,1500,0.002232673,1500,0.006085097,1500,0.006157242,1500,0.012101169,1500,0.012067685,1500,0.012077134,1500,0.003981831,1500,0.004210402
1499,0.000655591,1499,-0.003497415,1499,0.00229731,1499,0.006311941,1499,0.006316511,1499,0.012317728,1499,0.012270195,1499,0.012276959,1499,0.004222295,1499,0.004369063
1498,0.000864056,1498,-0.003343215,1498,0.002475059,1498,0.006418826,1498,0.006479018,1498,0.012419816,1498,0.012394618,1498,0.012400052,1498,0.004328432,1498,0.004388021
1497,0.001072521,1497,-0.003681695,1497,0.00222341,1497,0.006160707,1497,0.006195786,1497,0.01212973,1497,0.012125711,1497,0.012140271,1497,0.004077666,1497,0.004146028
1496,0.001280987,1496,-0.004052944,1496,0.002250549,1496,0.005537029,1496,0.006273018,1496,0.012027391,1496,0.012200835,1496,0.012225117,1496,0.004150758,1496,0.004149896
1495,0.001489452,1495,-0.003247955,1495,0.00260366,1495,0.006553593,1495,0.006090636,1495,0.012617533,1495,0.012194525,1495,0.012386921,1495,0.004266053,1495,0.004467442
1494,0.001697918,1494,-0.003363764,1494,0.002554314,1494,0.006481173,1494,0.006526158,1494,0.012511376,1494,0.012277198,1494,0.012464382,1494,0.004383131,1494,0.004354107
1493,0.001906383,1493,-0.003755867,1493,0.002299444,1493,0.006209362,1493,0.006298047,1493,0.012320684,1493,0.012257974,1493,0.012261408,1493,0.004192968,1493,0.004168347
1492,0.002114848,1492,-0.003420784,1492,0.002547049,1492,0.00630154,1492,0.006508368,1492,0.012474772,1492,0.012480046,1492,0.012446134,1492,0.004392545,1492,0.004431874
1491,0.002323314,1491,-0.003197131,1491,0.00278302,1491,0.006669869,1491,0.006617247,1491,0.012604369,1491,0.012621105,1491,0.012704019,1491,0.004612096,1491,0.004674942
1490,0.002531779,1490,-0.003447031,1490,0.002613113,1490,0.006457604,1490,0.006472607,1490,0.012493047,1490,0.012428526,1490,0.01243388,1490,0.004445944,1490,0.004504817
1489,0.002740244,1489,-0.003564944,1489,0.002494793,1489,0.00629823,1489,0.006398492,1489,0.012438595,1489,0.012417286,1489,0.012364281,1489,0.004195294,1489,0.004343047
1488,0.00294871,1488,-0.003238551,1488,0.002732637,1488,0.006602844,1488,0.00664311,1488,0.012658682,1488,0.012663772,1488,0.012683921,1488,0.004448507,1488,0.004585071
1487,0.003157175,1487,-0.003054135,1487,0.002963574,1487,0.00685707,1487,0.006899096,1487,0.012921653,1487,0.012887972,1487,0.012878986,1487,0.004739132,1487,0.004821419
1486,0.00336564,1486,-0.003348044,1486,0.002743291,1486,0.006538351,1486,0.006609887,1486,0.012636641,1486,0.012630246,1486,0.012613936,1486,0.004442126,1486,0.004594515
1485,0.003574106,1485,-0.003506505,1485,0.002651709,1485,0.00638893,1485,0.006440553,1485,0.012537807,1485,0.01244981,1485,0.012487772,1485,0.00429949,1485,0.004443617
1484,0.003782571,1484,-0.003118545,1484,0.002854722,1484,0.006801348,1484,0.006835165,1484,0.012895972,1484,0.012925172,1484,0.012915306,1484,0.00468813,1484,0.004811944
1483,0.003991036,1483,-0.003073618,1483,0.002954921,1483,0.006846156,1483,0.006910537,1483,0.012969524,1483,0.012904186,1483,0.012931227,1483,0.004728795,1483,0.004873353
1482,0.004199502,1482,-0.003275343,1482,0.002786276,1482,0.006669317,1482,0.006716557,1482,0.012747227,1482,0.012744108,1482,0.012746587,1482,0.004563986,1482,0.0047149
1481,0.004407967,1481,-0.003219229,1481,0.002838593,1481,0.006751812,1481,0.00676367,1481,0.012873947,1481,0.012856135,1481,0.012857868,1481,0.004606602,1481,0.004732302
1480,0.004616433,1480,-0.002854261,1480,0.003219799,1480,0.007107683,1480,0.007149759,1480,0.013230815,1480,0.013231643,1480,0.013236365,1480,0.005013612,1480,0.005096552
1479,0.004824898,1479,-0.002879617,1479,0.003232682,1479,0.00707203,1479,0.007131944,1479,0.013212455,1479,0.013142997,1479,0.01318593,1479,0.004999759,1479,0.005111351
1478,0.005033363,1478,-0.003303089,1478,0.002841277,1478,0.006677598,1478,0.006727467,1478,0.012801984,1478,0.012790547,1478,0.012831898,1478,0.004525246,1478,0.004727199
1477,0.005241829,1477,-0.003126101,1477,0.002930006,1477,0.006850312,1477,0.006877346,1477,0.013057813,1477,0.013002357,1477,0.013005851,1477,0.0047764,1477,0.004858039
1476,0.005450294,1476,-0.002920347,1476,0.003128898,1476,0.007056691,1476,0.007096,1476,0.013201567,1476,0.013195643,1476,0.01316896,1476,0.004958073,1476,0.005065726
1475,0.005658759,1475,-0.002935209,1475,0.003190383,1475,0.007111761,1475,0.007137997,1475,0.013249149,1475,0.013212695,1475,0.013251257,1475,0.004983969,1475,0.005100298
1474,0.005867225,1474,-0.003092433,1474,0.003023341,1474,0.006817599,1474,0.006873349,1474,0.013001076,1474,0.012977365,1474,0.012983313,1474,0.004725132,1474,0.004871389
1473,0.00607569,1473,-0.003018558,1473,0.0030809,1473,0.006962038,1473,0.007023226,1473,0.013166638,1473,0.013124561,1473,0.013142331,1473,0.004849139,1473,0.004961503
1472,0.006284155,1472,-0.002577773,1472,0.003516623,1472,0.007404991,1472,0.00744025,1472,0.013611721,1472,0.013587175,1472,0.013586694,1472,0.005329667,1472,0.005440688
1471,0.006492621,1471,-0.002596352,1471,0.003538622,1471,0.007455181,1471,0.00746474,1471,0.013592998,1471,0.013569895,1471,0.013608596,1471,0.005328331,1471,0.005458749
1470,0.006701086,1470,-0.002864085,1470,0.003257823,1470,0.007156654,1470,0.007201131,1470,0.013392913,1470,0.013334425,1470,0.013353591,1470,0.005090004,1470,0.005239136
1469,0.006909551,1469,-0.002888205,1469,0.003180135,1469,0.00711834,1469,0.007160312,1469,0.013340031,1469,0.013303836,1469,0.013339497,1469,0.005051322,1469,0.005159128
1468,0.007118017,1468,-0.002672048,1468,0.003416319,1468,0.007412206,1468,0.007466452,1468,0.0136188,1468,0.013676205,1468,0.013606566,1468,0.005295785,1468,0.00543749
1467,0.007326482,1467,-0.002632735,1467,0.003511195,1467,0.007455892,1467,0.007511645,1467,0.013638753,1467,0.013667282,1467,0.013659562,1467,0.005347985,1467,0.005494767
1466,0.007534947,1466,-0.002779317,1466,0.003320474,1466,0.007281568,1466,0.007282595,1466,0.013507297,1466,0.013477123,1466,0.013461556,1466,0.005152291,1466,0.005263529
1465,0.007743413,1465,-0.00289844,1465,0.00320822,1465,0.007118182,1465,0.007189919,1465,0.013441878,1465,0.013366591,1465,0.013395851,1465,0.005021206,1465,0.005129136
1464,0.007951878,1464,-0.002692938,1464,0.003439723,1464,0.007394379,1464,0.007442488,1464,0.013656196,1464,0.013594547,1464,0.013622486,1464,0.00528381,1464,0.005409313
1463,0.008160344,1463,-0.00244559,1463,0.00370568,1463,0.007646251,1463,0.007667065,1463,0.013887805,1463,0.013863537,1463,0.013899297,1463,0.005506617,1463,0.005669608
1462,0.008368809,1462,-0.00269407,1462,0.003419789,1462,0.007404175,1462,0.007453338,1462,0.013658039,1462,0.013655234,1462,0.013632663,1462,0.005284491,1462,0.005394976
1461,0.008577274,1461,-0.002870514,1461,0.00331171,1461,0.007230451,1461,0.007267669,1461,0.013515148,1461,0.01349197,1461,0.013532827,1461,0.005126149,1461,0.005229311
1460,0.00878574,1460,-0.002515753,1460,0.003554647,1460,0.007551048,1460,0.007592008,1460,0.013856375,1460,0.013829624,1460,0.013822596,1460,0.005450046,1460,0.005565922
1459,0.008994205,1459,-0.002473028,1459,0.003690538,1459,0.007647305,1459,0.007692622,1459,0.013953345,1459,0.013956686,1459,0.013918248,1459,0.00552746,1459,0.005666067
1458,0.00920267,1458,-0.002531298,1458,0.00365754,1458,0.007623436,1458,0.007630233,1458,0.013897881,1458,0.013855573,1458,0.013852607,1458,0.005506696,1458,0.005631503
1457,0.009411136,1457,-0.002746702,1457,0.003406431,1457,0.007444963,1457,0.007465346,1457,0.013742567,1457,0.013721086,1457,0.01372456,1457,0.005309149,1457,0.005416547
1456,0.009619601,1456,-0.002558679,1456,0.003572681,1456,0.007625228,1456,0.007655393,1456,0.01390876,1456,0.013903868,1456,0.013918675,1456,0.005410204,1456,0.005599275
1455,0.009828066,1455,-0.002208299,1455,0.003978435,1455,0.007949096,1455,0.007998346,1455,0.01424615,1455,0.014284858,1455,0.014254496,1455,0.005826049,1455,0.005980315
1454,0.010036532,1454,-0.002217571,1454,0.003886096,1454,0.007889885,1454,0.00798076,1454,0.014233791,1454,0.014186637,1454,0.014181662,1454,0.005804431,1454,0.005925021
1453,0.010244997,1453,-0.002656457,1453,0.003473357,1453,0.007508432,1453,0.00760518,1453,0.013897079,1453,0.013869444,1453,0.013894754,1453,0.005445852,1453,0.005496812
1452,0.010453462,1452,-0.002482706,1452,0.003727428,1452,0.007668777,1452,0.007717206,1452,0.014072288,1452,0.014039588,1452,0.014078357,1452,0.005552891,1452,0.005714483
1451,0.010661928,1451,-0.002105578,1451,0.004166858,1451,0.008074897,1451,0.008113085,1451,0.014449678,1451,0.014395355,1451,0.014420643,1451,0.005958165,1451,0.006134295
1450,0.010870393,1450,-0.001907278,1450,0.00430247,1450,0.008251149,1450,0.008332309,1450,0.014643155,1450,0.014644146,1450,0.014672741,1450,0.006168978,1450,0.006300332
1449,0.011078858,1449,-0.002094397,1449,0.004054307,1449,0.008148085,1449,0.008168897,1449,0.014466351,1449,0.014428403,1449,0.014447644,1449,0.005961472,1449,0.006020367
1448,0.011287324,1448,-0.002438073,1448,0.003692444,1448,0.007723688,1448,0.007803458,1448,0.014128816,1448,0.014115259,1448,0.014112906,1448,0.005614248,1448,0.005789399
1447,0.011495789,1447,-0.002291376,1447,0.003926373,1447,0.007873938,1447,0.007860732,1447,0.014199341,1447,0.014217261,1447,0.014230983,1447,0.005709736,1447,0.005794515
1446,0.011704255,1446,-0.001889855,1446,0.004250813,1446,0.008313864,1446,0.008337772,1446,0.014703588,1446,0.014659246,1446,0.014669581,1446,0.006192609,1446,0.006316564
1445,0.01191272,1445,-0.001807526,1445,0.004409856,1445,0.008318984,1445,0.008433622,1445,0.014780579,1445,0.0147621,1445,0.014779615,1445,0.006280424,1445,0.006311258
